"municipios","idhm"
"Canudos (BA)",0.562
"Brejo da Madre de Deus (PE)",0.562
"Ponta de Pedras (PA)",0.562
"Sebastião Leal (PI)",0.562
"Brejo (MA)",0.562
"Malhada (BA)",0.562
"Itatuba (PB)",0.562
"Itaguaçu da Bahia (BA)",0.562
"Orizânia (MG)",0.562
"Potengi (CE)",0.562
"Novo Oriente do Piauí (PI)",0.562
"Trairão (PA)",0.562
"Nazarezinho (PB)",0.562
"Itatira (CE)",0.562
"Cajazeiras do Piauí (PI)",0.562
"Palmeirais (PI)",0.562
"Jundiá (AL)",0.562
"Barra de Santa Rosa (PB)",0.562
"Pedro Laurentino (PI)",0.562
"Areia de Baraúnas (PB)",0.562
"Ilha das Flores (SE)",0.562
"Matias Olímpio (PI)",0.562
"Bom Lugar (MA)",0.562
"Cândido Mendes (MA)",0.561
"Tutóia (MA)",0.561
"Marcionílio Souza (BA)",0.561
"Caatiba (BA)",0.561
"Poço Verde (SE)",0.561
"Bonito (BA)",0.561
"Jatobá (MA)",0.561
"Paulino Neves (MA)",0.561
"Geminiano (PI)",0.561
"Dirceu Arcoverde (PI)",0.561
"Monsenhor Hipólito (PI)",0.561
"Atalaia (AL)",0.561
"Turiaçu (MA)",0.561
"Bonito (PE)",0.561
"Socorro do Piauí (PI)",0.561
"Joselândia (MA)",0.561
"Passagem Franca do Piauí (PI)",0.561
"Itaporanga D'Ajuda (SE)",0.561
"Anori (AM)",0.561
"Antônio Cardoso (BA)",0.561
"América Dourada (BA)",0.561
"João Costa (PI)",0.561
"Una (BA)",0.56
"São Gonçalo do Gurguéia (PI)",0.56
"Campo Grande do Piauí (PI)",0.56
"Nordestina (BA)",0.56
"Boqueirão do Piauí (PI)",0.56
"Planalto (BA)",0.56
"Eldorado dos Carajás (PA)",0.56
"Amaturá (AM)",0.56
"Pilões (PB)",0.56
"Arraial (PI)",0.56
"Sericita (MG)",0.56
"Borba (AM)",0.56
"Conde (BA)",0.56
"Fagundes (PB)",0.56
"Ourolândia (BA)",0.56
"Goianésia do Pará (PA)",0.56
"Japoatã (SE)",0.56
"São João da Varjota (PI)",0.559
"Fátima (BA)",0.559
"Granja (CE)",0.559
"Gentio do Ouro (BA)",0.559
"São João da Canabrava (PI)",0.559
"Betânia (PE)",0.559
"Campestre (AL)",0.559
"Pedra Grande (RN)",0.559
"Pajeú do Piauí (PI)",0.559
"Irituia (PA)",0.559
"Presidente Tancredo Neves (BA)",0.559
"Quebrangulo (AL)",0.559
"Saloá (PE)",0.559
"Arataca (BA)",0.559
"Olindina (BA)",0.559
"Nova Olinda do Norte (AM)",0.558
"São Sebastião da Boa Vista (PA)",0.558
"Espírito Santo (RN)",0.558
"Alto Alegre do Pindaré (MA)",0.558
"Morpará (BA)",0.558
"Ibirapitanga (BA)",0.558
"Pedra Preta (RN)",0.558
"Borborema (PB)",0.558
"Caraí (MG)",0.558
"Bom Jesus das Selvas (MA)",0.558
"Jacaraú (PB)",0.558
"Palestina (AL)",0.558
"Bernardino Batista (PB)",0.558
"Rio Vermelho (MG)",0.558
"Guaratinga (BA)",0.558
"Santo Antônio do Itambé (MG)",0.558
"Baraúna (PB)",0.558
"Beneditinos (PI)",0.557
"Campo Alegre de Lourdes (BA)",0.557
"Careiro (AM)",0.557
"São Félix de Balsas (MA)",0.557
"Imaculada (PB)",0.557
"Palmeira do Piauí (PI)",0.557
"Lago Verde (MA)",0.557
"Tobias Barreto (SE)",0.557
"Barra de Santo Antônio (AL)",0.557
"Barra (BA)",0.557
"Montanhas (RN)",0.557
"Serra Azul de Minas (MG)",0.557
"Cansanção (BA)",0.557
"Floresta Azul (BA)",0.557
"Barreiras do Piauí (PI)",0.557
"Santa Cruz do Arari (PA)",0.557
"São José dos Basílios (MA)",0.557
"Presidente Sarney (MA)",0.557
"Jequiá da Praia (AL)",0.556
"Jaguaripe (BA)",0.556
"São José dos Cordeiros (PB)",0.556
"Palmeirândia (MA)",0.556
"Gurinhém (PB)",0.556
"Flores (PE)",0.556
"Ninheira (MG)",0.556
"Buriticupu (MA)",0.556
"Santa Luzia (BA)",0.556
"São Miguel do Tapuio (PI)",0.556
"Itabaianinha (SE)",0.556
"Formosa da Serra Negra (MA)",0.556
"Venha-Ver (RN)",0.555
"Andaraí (BA)",0.555
"Tufilândia (MA)",0.555
"Cocal de Telha (PI)",0.555
"Novo Oriente de Minas (MG)",0.555
"Várzea Nova (BA)",0.555
"Jurema (PI)",0.555
"Tanque D'Arca (AL)",0.555
"Riachão do Poço (PB)",0.555
"Pacatuba (SE)",0.555
"Seridó (PB)",0.555
"Teolândia (BA)",0.555
"Santa Quitéria do Maranhão (MA)",0.555
"Caraíbas (BA)",0.555
"Amarante do Maranhão (MA)",0.555
"Curralinhos (PI)",0.555
"Nova Soure (BA)",0.555
"São Bento do Norte (RN)",0.555
"Joaquim Nabuco (PE)",0.554
"Novo Aripuanã (AM)",0.554
"Tacaimbó (PE)",0.554
"Nova Santa Rita (PI)",0.554
"Novo Triunfo (BA)",0.554
"Avelino Lopes (PI)",0.554
"Alto Alegre do Maranhão (MA)",0.554
"São Luis do Piauí (PI)",0.554
"Oliveira dos Brejinhos (BA)",0.554
"Penalva (MA)",0.554
"Bela Vista do Maranhão (MA)",0.554
"Itaquara (BA)",0.553
"Cajapió (MA)",0.553
"Riachão do Bacamarte (PB)",0.553
"Imbé de Minas (MG)",0.553
"Jiquiriçá (BA)",0.553
"Monte Alegre de Sergipe (SE)",0.553
"Francisco Macedo (PI)",0.553
"Lagoa de Pedras (RN)",0.553
"Água Preta (PE)",0.553
"Capitão Gervásio Oliveira (PI)",0.553
"Várzea Branca (PI)",0.553
"Cristinápolis (SE)",0.553
"Cruz do Espírito Santo (PB)",0.552
"Placas (PA)",0.552
"Bujaru (PA)",0.552
"Lagoa da Canoa (AL)",0.552
"Quipapá (PE)",0.552
"Jaramataia (AL)",0.552
"Itaipé (MG)",0.552
"Cardeal da Silva (BA)",0.552
"São João do Tigre (PB)",0.552
"Ibimirim (PE)",0.552
"Xexéu (PE)",0.552
"Caracol (PI)",0.552
"Apuarema (BA)",0.552
"São José do Jacuípe (BA)",0.552
"Iguaí (BA)",0.552
"São José do Piauí (PI)",0.552
"Junco do Maranhão (MA)",0.552
"Lagoa dos Gatos (PE)",0.551
"Manoel Urbano (AC)",0.551
"Barra do Choça (BA)",0.551
"Tacima (PB)",0.551
"Boa Vista do Tupim (BA)",0.551
"Belém do Piauí (PI)",0.551
"Tomar do Geru (SE)",0.551
"Porto Real do Colégio (AL)",0.551
"Matões (MA)",0.55
"Jucati (PE)",0.55
"Lagoa Alegre (PI)",0.55
"Ielmo Marinho (RN)",0.55
"Ipubi (PE)",0.55
"Maranhãozinho (MA)",0.55
"Cumaru do Norte (PA)",0.55
"Ipecaetá (BA)",0.55
"Santa Luzia (MA)",0.55
"Morro do Chapéu do Piauí (PI)",0.55
"São João do Araguaia (PA)",0.55
"Água Fria (BA)",0.55
"Cajazeirinhas (PB)",0.55
"Domingos Mourão (PI)",0.55
"Jandaíra (BA)",0.55
"Parazinho (RN)",0.549
"São Sebastião (AL)",0.549
"Água Branca (AL)",0.549
"Palmeirina (PE)",0.549
"Santa Cruz (PE)",0.549
"Dom Inocêncio (PI)",0.549
"Saúde (BA)",0.549
"Capoeiras (PE)",0.549
"Muquém de São Francisco (BA)",0.549
"Altamira do Maranhão (MA)",0.549
"Paulo Ramos (MA)",0.549
"Carauari (AM)",0.549
"São Vicente Ferrer (PE)",0.549
"Araçagi (PB)",0.549
"Porto (PI)",0.549
"Ipirá (BA)",0.549
"Mari (PB)",0.548
"Anapu (PA)",0.548
"Pariconha (AL)",0.548
"Juripiranga (PB)",0.548
"Capitão Poço (PA)",0.548
"Aporá (BA)",0.548
"Rurópolis (PA)",0.548
"Buriti (MA)",0.548
"Arara (PB)",0.548
"Algodão de Jandaíra (PB)",0.548
"Santa Maria do Cambucá (PE)",0.548
"São Domingos (PB)",0.548
"Gilbués (PI)",0.548
"Fartura do Piauí (PI)",0.548
"São Miguel de Taipu (PB)",0.548
"Tonantins (AM)",0.548
"Aroeiras (PB)",0.548
"Jacuípe (AL)",0.548
"Morros (MA)",0.548
"Serraria (PB)",0.547
"Brejão (PE)",0.547
"Ouro Branco (AL)",0.547
"Moju (PA)",0.547
"Muaná (PA)",0.547
"Nilo Peçanha (BA)",0.547
"Flores do Piauí (PI)",0.547
"Igarapé-Miri (PA)",0.547
"Jeremoabo (BA)",0.547
"Santa Brígida (BA)",0.546
"Caém (BA)",0.546
"Monção (MA)",0.546
"Coronel José Dias (PI)",0.546
"Icatu (MA)",0.546
"Bom Jesus da Serra (BA)",0.546
"Adustina (BA)",0.546
"Cajueiro da Praia (PI)",0.546
"Lajedinho (BA)",0.546
"Doutor Ulysses (PR)",0.546
"Benedito Leite (MA)",0.546
"Bonito (PA)",0.546
"São José da Vitória (BA)",0.546
"Cachoeira do Arari (PA)",0.546
"Santa Luzia do Pará (PA)",0.546
"Mirador (MA)",0.545
"Terezinha (PE)",0.545
"Luzilândia (PI)",0.545
"Dona Inês (PB)",0.545
"Santa Luzia do Itanhy (SE)",0.545
"Lagoa Real (BA)",0.545
"Batalha (PI)",0.545
"Boa Vista do Gurupi (MA)",0.545
"Nova Canaã (BA)",0.545
"Santa Maria das Barreiras (PA)",0.544
"Campinas do Piauí (PI)",0.544
"Quijingue (BA)",0.544
"Itiúba (BA)",0.544
"Fruta de Leite (MG)",0.544
"Wenceslau Guimarães (BA)",0.544
"Encruzilhada (BA)",0.544
"Santa Filomena (PI)",0.544
"Governador Luiz Rocha (MA)",0.544
"Wall Ferraz (PI)",0.544
"Campos Lindos (TO)",0.544
"Quatipuru (PA)",0.543
"Frei Lagonegro (MG)",0.543
"Crisópolis (BA)",0.543
"Itagi (BA)",0.543
"Manaíra (PB)",0.543
"Presidente Jânio Quadros (BA)",0.542
"Parnarama (MA)",0.542
"Bonfim do Piauí (PI)",0.542
"Centro do Guilherme (MA)",0.542
"Caetanos (BA)",0.542
"Currais (PI)",0.542
"Vargem Grande (MA)",0.542
"Morro Cabeça no Tempo (PI)",0.542
"Mirangaba (BA)",0.542
"Setubinha (MG)",0.542
"Alto Alegre (RR)",0.542
"Pedro Régis (PB)",0.542
"Mãe D'Água (PB)",0.542
"Pio Xii (MA)",0.541
"São Benedito do Rio Preto (MA)",0.541
"São José dos Ramos (PB)",0.541
"Matinhas (PB)",0.541
"Limoeiro do Ajuru (PA)",0.541
"Natuba (PB)",0.541
"Aveiro (PA)",0.541
"Riacho Frio (PI)",0.541
"Taquarana (AL)",0.541
"Luís Correia (PI)",0.541
"Monte Formoso (MG)",0.541
"Jucuruçu (BA)",0.541
"Porto de Pedras (AL)",0.541
"Caridade do Piauí (PI)",0.541
"Canhotinho (PE)",0.541
"Padre Marcos (PI)",0.541
"Lagoa do Sítio (PI)",0.541
"Ladainha (MG)",0.541
"Itainópolis (PI)",0.541
"Brejo Grande (SE)",0.54
"Dário Meira (BA)",0.54
"Ribeirão do Largo (BA)",0.54
"São Luís Gonzaga do Maranhão (MA)",0.54
"Salitre (CE)",0.54
"Anagé (BA)",0.54
"Catuji (MG)",0.54
"Miguel Alves (PI)",0.539
"Várzea da Roça (BA)",0.539
"Feijó (AC)",0.539
"Tarauacá (AC)",0.539
"Monteirópolis (AL)",0.539
"São João de Pirabas (PA)",0.539
"Riachão do Dantas (SE)",0.539
"Floresta do Piauí (PI)",0.538
"Bom Jardim (MA)",0.538
"Maetinga (BA)",0.538
"Senador Alexandre Costa (MA)",0.538
"Campinápolis (MT)",0.538
"Biritinga (BA)",0.538
"Timbiras (MA)",0.537
"Paranatama (PE)",0.537
"Novo Repartimento (PA)",0.537
"São Joaquim do Monte (PE)",0.537
"Cachoeira Grande (MA)",0.537
"Bacurituba (MA)",0.537
"Campo Alegre do Fidalgo (PI)",0.537
"Bonito de Minas (MG)",0.537
"Capinzal do Norte (MA)",0.537
"Correntes (PE)",0.536
"São Luís do Quitunde (AL)",0.536
"Araponga (MG)",0.536
"Sebastião Barros (PI)",0.536
"Turilândia (MA)",0.536
"Girau do Ponciano (AL)",0.536
"Mataraca (PB)",0.536
"Coronel João Sá (BA)",0.535
"Humberto de Campos (MA)",0.535
"Jacobina do Piauí (PI)",0.535
"São Miguel do Fidalgo (PI)",0.535
"Santana de Mangueira (PB)",0.535
"Araci (BA)",0.534
"Estrela de Alagoas (AL)",0.534
"Salgadinho (PE)",0.534
"Maraial (PE)",0.534
"Sítio do Quinto (BA)",0.533
"Nossa Senhora dos Remédios (PI)",0.533
"Passo de Camaragibe (AL)",0.533
"Piraí do Norte (BA)",0.533
"Lastro (PB)",0.533
"Coité do Nóia (AL)",0.533
"Araguanã (MA)",0.533
"Santa Filomena (PE)",0.533
"Capim (PB)",0.533
"Matões do Norte (MA)",0.533
"Feira Grande (AL)",0.533
"Duque Bacelar (MA)",0.533
"Guajará (AM)",0.532
"Passagem Franca (MA)",0.532
"São Domingos do Capim (PA)",0.532
"Feira Nova do Maranhão (MA)",0.532
"Dois Riachos (AL)",0.532
"Porto Walter (AC)",0.532
"Bom Princípio do Piauí (PI)",0.532
"Traipu (AL)",0.532
"Cacimbinhas (AL)",0.531
"Lábrea (AM)",0.531
"Alagoinha do Piauí (PI)",0.531
"Tracuateua (PA)",0.531
"Joaquim Gomes (AL)",0.531
"Jataúba (PE)",0.53
"Fonte Boa (AM)",0.53
"Murici dos Portelas (PI)",0.53
"São Benedito do Sul (PE)",0.53
"São José da Lagoa Tapada (PB)",0.53
"Canutama (AM)",0.53
"João Dias (RN)",0.53
"Curral de Cima (PB)",0.529
"Afonso Cunha (MA)",0.529
"Marcação (PB)",0.529
"Lagoa de São Francisco (PI)",0.529
"São João das Missões (MG)",0.529
"Poço Redondo (SE)",0.529
"Iati (PE)",0.528
"Novo Santo Antônio (PI)",0.528
"Acauã (PI)",0.528
"Itupiranga (PA)",0.528
"Tremedal (BA)",0.528
"Poção (PE)",0.528
"Campo Largo do Piauí (PI)",0.528
"São Francisco do Maranhão (MA)",0.528
"Flexeiras (AL)",0.527
"Mirante (BA)",0.527
"Curral Novo do Piauí (PI)",0.527
"Murici (AL)",0.527
"Buíque (PE)",0.527
"Sátiro Dias (BA)",0.527
"Uarini (AM)",0.527
"Alvarães (AM)",0.527
"Milagres do Maranhão (MA)",0.527
"São José da Tapera (AL)",0.527
"Japorã (MS)",0.526
"Pavussu (PI)",0.526
"Poço das Trincheiras (AL)",0.526
"Águas Belas (PE)",0.526
"Garrafão do Norte (PA)",0.526
"Carneiros (AL)",0.526
"Olho D'Água do Casado (AL)",0.525
"Craíbas (AL)",0.525
"Santa Filomena do Maranhão (MA)",0.525
"Poço Dantas (PB)",0.525
"Massapê do Piauí (PI)",0.525
"Santa Cecília (PB)",0.525
"Lagoa do Ouro (PE)",0.525
"Campo Grande (AL)",0.524
"Nova Itarana (BA)",0.524
"Jaicós (PI)",0.524
"Cuité de Mamanguape (PB)",0.524
"Macajuba (BA)",0.524
"Cajari (MA)",0.523
"Cacimbas (PB)",0.523
"Inajá (PE)",0.523
"Prainha (PA)",0.523
"São João do Arraial (PI)",0.523
"Caetés (PE)",0.522
"Japurá (AM)",0.522
"Joaquim Pires (PI)",0.522
"Juruá (AM)",0.522
"Araioses (MA)",0.521
"Damião (PB)",0.521
"São Paulo de Olivença (AM)",0.521
"Novo Lino (AL)",0.521
"Governador Newton Bello (MA)",0.521
"Ribeira do Piauí (PI)",0.52
"Augusto Corrêa (PA)",0.52
"Amapá do Maranhão (MA)",0.52
"Tupanatinga (PE)",0.519
"Brejo de Areia (MA)",0.519
"Aroeiras do Itaim (PI)",0.519
"Serrano do Maranhão (MA)",0.519
"Aurora do Pará (PA)",0.519
"Santana do Mundaú (AL)",0.519
"Centro Novo do Maranhão (MA)",0.518
"Itaipava do Grajaú (MA)",0.518
"Ibateguara (AL)",0.518
"Lamarão (BA)",0.518
"Santo Amaro do Maranhão (MA)",0.518
"Senador Rui Palmeira (AL)",0.518
"São João do Soter (MA)",0.517
"Belo Monte (AL)",0.517
"Colônia Leopoldina (AL)",0.517
"Santa Rosa do Purus (AC)",0.517
"São Roberto (MA)",0.516
"Jutaí (AM)",0.516
"Pedro do Rosário (MA)",0.516
"São Raimundo do Doca Bezerra (MA)",0.516
"Pacajá (PA)",0.515
"Viseu (PA)",0.515
"São João da Fronteira (PI)",0.515
"Brejo do Piauí (PI)",0.515
"Queimada Nova (PI)",0.515
"Umburanas (BA)",0.515
"Senador José Porfírio (PA)",0.514
"Pau D'Arco do Piauí (PI)",0.514
"Casserengue (PB)",0.514
"Pedro Alexandre (BA)",0.513
"Gado Bravo (PB)",0.513
"Aldeias Altas (MA)",0.513
"Branquinha (AL)",0.513
"Ribeira do Amparo (BA)",0.512
"Arame (MA)",0.512
"Primeira Cruz (MA)",0.512
"Belágua (MA)",0.512
"Conceição do Lago-Açu (MA)",0.512
"Ibiquera (BA)",0.511
"Santana do Maranhão (MA)",0.51
"Itaíba (PE)",0.51
"Jurema (PE)",0.509
"São João do Carú (MA)",0.509
"Gurupá (PA)",0.509
"Envira (AM)",0.509
"Paquetá (PI)",0.509
"Guaribas (PI)",0.508
"Milton Brandão (PI)",0.508
"Oeiras do Pará (PA)",0.507
"Pilão Arcado (BA)",0.506
"Acará (PA)",0.506
"Canapi (AL)",0.506
"Beruri (AM)",0.506
"Monte Santo (BA)",0.506
"Roteiro (AL)",0.505
"Caraúbas do Piauí (PI)",0.505
"Jacareacanga (PA)",0.505
"Mata Grande (AL)",0.504
"Joca Marques (PI)",0.504
"Breves (PA)",0.503
"Porto de Moz (PA)",0.503
"Olho D'Água Grande (AL)",0.503
"Vera Mendes (PI)",0.503
"Curralinho (PA)",0.502
"Lagoa do Barro do Piauí (PI)",0.502
"Nova Esperança do Piriá (PA)",0.502
"Lagoa Grande do Maranhão (MA)",0.502
"Tapauá (AM)",0.502
"Marechal Thaumaturgo (AC)",0.501
"Tamboril do Piauí (PI)",0.501
"Água Doce do Maranhão (MA)",0.5
"Barcelos (AM)",0.5
"Recursolândia (TO)",0.5
"Assunção do Piauí (PI)",0.499
"Maraã (AM)",0.498
"Cocal dos Alves (PI)",0.498
"Cocal (PI)",0.497
"Pauini (AM)",0.496
"Olivença (AL)",0.493
"Satubinha (MA)",0.493
"Santo Antônio do Içá (AM)",0.49
"Jenipapo dos Vieiras (MA)",0.49
"Betânia do Piauí (PI)",0.489
"Ipixuna do Pará (PA)",0.489
"Afuá (PA)",0.489
"Caxingó (PI)",0.488
"Manari (PE)",0.487
"Itapicuru (BA)",0.486
"São Francisco de Assis do Piauí (PI)",0.485
"Amajari (RR)",0.484
"Inhapi (AL)",0.484
"Anajás (PA)",0.484
"Portel (PA)",0.483
"Ipixuna (AM)",0.481
"Santa Isabel do Rio Negro (AM)",0.479
"Itamarati (AM)",0.477
"Cachoeira do Piriá (PA)",0.473
"Bagre (PA)",0.471
"Jordão (AC)",0.469
"Chaves (PA)",0.453
"Uiramutã (RR)",0.453
"Marajá do Sena (MA)",0.452
"Atalaia do Norte (AM)",0.45
"Fernando Falcão (MA)",0.443
"Melgaço (PA)",0.418
